Timestamp	PPG	2023-07-18 14:45:02.101	fs=64.0
4216.358	1770.696
4216.368	1766.300
4216.388	1707.692
4216.399	1671.795
4216.411	1727.473
4216.441	1786.813
4216.467	1764.103
4216.468	1677.656
4216.492	1694.505
4216.511	1739.927
4216.511	1756.777
4216.523	1709.157
4216.549	1663.736
4216.551	1709.157
4216.572	1790.476
4216.605	1758.974
4216.606	1684.982
4216.613	1679.854
4216.639	1753.846
4216.671	1782.418
4216.672	1738.462
4216.683	1677.656
4216.694	1830.769
4216.716	1838.095
4216.733	1791.941
4216.747	1717.949
4216.785	1692.308
4216.787	1739.194
4216.812	1791.941
4216.813	1728.205
4216.839	1677.656
4216.849	1678.388
4216.860	1883.516
4216.872	1819.048
4216.907	1736.996
4216.908	1697.436
4216.909	1736.264
4216.928	1786.813
4216.943	1753.846
4216.963	1684.249
4216.976	1691.575
4216.993	1732.601
4217.019	1762.637
4217.046	1717.949
4217.048	1687.912
4217.074	1714.286
4217.076	1772.161
4217.101	1758.242
4217.102	1704.762
4217.113	1698.901
4217.144	1746.520
4217.156	1778.022
4217.164	1734.799
4217.189	1671.795
4217.197	1699.634
4217.222	1762.637
4217.237	1755.311
4217.266	1691.575
4217.273	1680.586
4217.287	1709.157
4217.302	1762.637
4217.309	1733.333
4217.332	1679.121
4217.338	1693.773
4217.354	1760.440
4217.382	1753.846
4217.383	1718.681
4217.402	1687.912
4217.414	1689.377
4217.438	1763.370
4217.439	1756.044
4217.464	1684.249
4217.476	1656.410
4217.506	1734.066
4217.507	1761.905
4217.523	1704.029
4217.543	1660.806
4217.567	1700.366
4217.573	1778.022
4217.582	1750.183
4217.617	1692.308
4217.618	1692.308
4217.633	1753.846
4217.658	1769.231
4217.664	1730.403
4217.689	1669.597
4217.696	1698.901
4217.726	1768.498
4217.754	1762.637
4217.776	1698.168
4217.777	1682.784
4217.779	1728.205
4217.806	1901.099
4217.807	1782.418
4217.833	1693.040
4217.839	1684.982
4217.873	1894.505
4217.874	1824.176
4217.886	1733.333
4217.903	1681.319
4217.912	1739.194
4217.931	1782.418
4217.942	1752.381
4217.973	1668.132
4217.989	1698.168
4217.996	1763.370
4218.006	1736.264
4218.021	1693.773
4218.046	1670.330
4218.063	1706.960
4218.089	1778.022
4218.090	1752.381
4218.109	1804.396
4218.111	1742.125
4218.142	1780.220
4218.156	1791.941
4218.164	1738.462
4218.203	1673.993
4218.204	1708.425
4218.216	1775.824
4218.247	1767.766
4218.248	1698.901
4218.264	1683.516
4218.274	1737.729
4218.292	1781.685
4218.323	1723.077
4218.353	1682.051
4218.354	1690.110
4218.381	1778.755
4218.393	1768.498
4218.396	1717.949
4218.399	1681.319
4218.413	1722.344
4218.448	1772.161
4218.451	1742.857
4218.469	1656.410
4218.483	1684.982
4218.498	1743.590
4218.512	1766.300
4218.523	1699.634
4218.548	1668.132
4218.574	1715.751
4218.576	1778.755
4218.598	1734.799
4218.608	1673.260
4218.617	1666.667
4218.642	1737.729
4218.652	1768.498
4218.679	1853.480
4218.681	1731.135
4218.698	1731.868
4218.711	1769.963
4218.732	1762.637
4218.742	1693.040
4218.767	1685.714
4218.773	1731.135
4218.801	1778.022
4218.811	1745.055
4218.831	1685.714
4218.839	1698.901
4218.857	1723.077
4218.871	1742.857
4218.885	1665.934
4218.916	1643.956
4218.917	1711.355
4218.934	1767.766
4218.954	1756.777
4218.964	1682.784
4218.991	1817.582
