Timestamp	AFz	AF3	AF4	AF7	AF8	Pz	P3	P4	2023-07-24 15:08:05.112	fs=125
769.793	-510.812	-646.114	-447.333	-427.663	-555.217	-55.134	-64.969	-211.596
769.801	-550.151	-698.566	-492.334	-474.453	-571.013	69.737	-91.791	-217.259
769.809	-528.097	-675.321	-455.976	-447.333	-531.673	8.047	-69.737	-203.550
769.817	-539.720	-683.963	-474.751	-458.360	-557.899	-17.583	-75.102	-208.914
769.825	-575.483	-722.706	-519.156	-500.381	-593.662	67.055	-95.963	-222.921
769.833	-513.792	-658.631	-454.783	-436.008	-527.501	-57.220	-72.420	-199.974
769.841	-568.032	-717.044	-505.447	-501.275	-585.914	48.876	-109.076	-233.948
769.849	-571.907	-714.064	-503.957	-495.017	-589.192	-39.637	-117.719	-242.591
769.857	-495.017	-635.982	-432.134	-422.299	-509.024	-0.298	-56.922	-191.629
769.865	-542.402	-686.049	-471.771	-477.433	-550.449	77.188	-83.745	-208.020
769.873	-525.415	-661.612	-449.121	-445.545	-560.582	-87.619	-92.089	-215.471
769.881	-568.032	-709.891	-503.957	-506.341	-611.544	31.292	-125.170	-236.034
769.889	-557.303	-686.944	-503.361	-480.413	-593.960	-41.723	-123.084	-235.438
769.897	-503.659	-639.260	-436.902	-438.988	-534.952	-28.014	-93.281	-207.126
769.905	-512.302	-654.757	-424.683	-458.062	-544.786	78.082	-87.321	-196.993
769.913	-462.532	-596.940	-370.741	-404.716	-505.745	-62.585	-79.274	-185.966
769.921	-485.182	-618.696	-399.351	-441.074	-529.289	56.624	-98.050	-207.424
769.929	-457.466	-589.192	-360.608	-423.789	-509.620	-32.783	-105.798	-223.517
769.937	-440.776	-571.609	-348.389	-414.550	-536.442	-69.141	-129.342	-237.525
769.945	-362.694	-477.433	-276.566	-326.931	-494.719	65.863	-99.242	-206.232
769.953	-272.989	-369.847	-178.516	-234.544	-427.365	-72.122	-92.685	-200.570
769.961	-282.526	-362.098	-205.338	-236.332	-478.327	37.849	-122.190	-218.451
769.969	-215.471	-281.334	-157.356	-152.290	-459.254	-17.583	-99.540	-207.126
769.977	-140.369	-196.993	-96.262	-62.883	-415.146	10.133	-56.624	-174.046
769.985	-166.595	-216.365	-125.766	-79.870	-450.015	98.050	-64.671	-184.178
769.993	-133.216	-175.238	-100.732	-23.842	-436.902	-47.684	-61.393	-182.390
770.001	-143.945	-193.119	-108.182	-33.975	-465.214	105.202	-48.280	-165.105
770.009	-164.509	-209.808	-135.005	-34.571	-489.652	18.477	-59.009	-177.622
770.009	-185.966	-241.101	-154.078	-68.247	-514.388	-16.391	-82.552	-195.503
770.017	-249.445	-311.434	-217.259	-140.965	-570.416	73.612	-94.771	-198.185
770.025	-230.372	-298.023	-202.060	-130.534	-554.621	-67.651	-87.023	-189.245
770.033	-250.340	-324.547	-232.458	-165.105	-562.370	89.407	-68.247	-178.218
770.041	-249.743	-327.528	-225.604	-170.767	-541.806	3.278	-72.122	-190.437
770.049	-261.068	-341.237	-244.677	-187.457	-554.025	-21.160	-84.639	-195.801
770.057	-308.156	-392.795	-293.851	-238.419	-593.066	78.082	-94.175	-191.629
770.065	-324.249	-406.504	-312.328	-246.167	-604.987	-96.858	-119.507	-206.232
770.073	-353.158	-445.247	-350.773	-289.977	-623.465	45.896	-121.295	-205.338
770.081	-312.626	-406.802	-296.235	-248.849	-574.589	6.258	-90.599	-180.602
770.089	-308.752	-403.225	-301.599	-246.465	-568.032	-13.113	-94.175	-180.304
770.097	-368.059	-462.532	-372.827	-299.215	-625.551	60.499	-124.872	-196.695
770.105	-315.011	-403.225	-316.501	-232.160	-564.158	-56.624	-95.963	-163.615
770.113	-368.655	-461.340	-359.118	-292.659	-596.940	64.373	-112.057	-182.390
770.121	-376.999	-464.320	-350.773	-293.255	-586.510	-23.246	-113.547	-197.291
770.129	-354.052	-439.584	-335.574	-265.837	-576.079	-27.120	-106.096	-194.013
770.137	-398.159	-488.758	-393.689	-313.818	-621.378	52.154	-131.428	-207.126
770.145	-359.714	-445.843	-357.330	-271.201	-576.973	-76.592	-101.924	-180.304
770.153	-372.231	-459.850	-388.324	-291.169	-590.682	71.526	-94.175	-170.469
770.161	-358.522	-440.478	-354.648	-268.519	-576.675	0.596	-88.811	-172.257
770.169	-353.456	-438.988	-345.409	-272.989	-572.801	-25.034	-102.520	-186.861
770.177	-388.324	-474.155	-391.901	-312.030	-602.603	56.028	-121.891	-202.358
770.185	-358.522	-441.074	-362.992	-278.056	-565.350	-91.195	-124.872	-205.636
770.193	-421.703	-506.938	-427.067	-351.667	-630.617	14.603	-167.191	-225.306
770.201	-419.319	-495.911	-425.875	-333.786	-632.107	-61.393	-165.403	-218.749
770.209	-415.742	-494.421	-430.942	-334.382	-631.213	-76.592	-165.403	-226.200
770.217	-439.584	-522.137	-451.207	-366.867	-641.346	3.576	-180.602	-239.015
770.225	-415.146	-491.738	-422.597	-338.852	-617.802	-146.627	-183.880	-232.160
770.233	-432.432	-509.024	-446.141	-361.204	-636.578	-2.980	-182.688	-226.498
770.241	-416.338	-488.758	-421.107	-341.535	-612.736	-73.612	-176.430	-217.259
770.249	-400.543	-472.963	-418.127	-330.806	-612.438	-81.062	-171.065	-215.173
770.257	-463.128	-528.395	-485.182	-390.112	-663.698	-23.842	-210.404	-252.128
770.265	-385.642	-453.889	-406.802	-312.328	-589.192	-132.620	-167.191	-222.921
770.273	-406.802	-487.566	-422.001	-349.581	-598.133	-10.133	-185.966	-227.094
770.281	-414.550	-488.460	-433.624	-349.283	-602.007	-100.732	-199.974	-232.756
770.289	-396.371	-470.579	-412.166	-339.746	-584.424	-95.963	-182.986	-221.133
770.297	-395.179	-469.983	-383.854	-340.044	-570.416	7.749	-164.509	-205.338
770.305	-368.059	-437.200	-358.522	-302.792	-555.217	-132.024	-164.807	-212.789
770.313	-411.272	-481.904	-421.107	-352.263	-608.563	-25.332	-190.735	-236.332
770.321	-371.635	-441.372	-389.814	-310.838	-565.350	-87.321	-160.635	-212.789
770.329	-392.795	-468.791	-407.696	-345.409	-576.377	-115.335	-194.013	-232.458
770.337	-435.412	-507.236	-461.042	-382.364	-612.140	-45.002	-216.365	-240.505
770.345	-366.271	-436.902	-377.297	-311.136	-551.641	-156.462	-179.410	-211.895
770.353	-395.477	-471.473	-400.245	-351.667	-580.549	-33.975	-187.755	-218.749
770.361	-378.191	-443.161	-382.066	-322.163	-545.979	-97.156	-172.853	-209.510
770.369	-417.531	-478.029	-425.577	-357.926	-590.980	-133.216	-203.252	-233.054
770.377	-435.710	-491.142	-450.611	-371.635	-617.504	-37.849	-195.205	-217.557
770.385	-321.865	-372.529	-347.495	-246.167	-531.673	-138.283	-161.231	-188.649
770.393	-307.858	-358.224	-364.184	-224.710	-554.919	12.219	-143.945	-174.642
770.401	-304.878	-341.535	-354.648	-186.563	-572.801	-87.619	-154.674	-195.205
770.409	-285.804	-317.991	-343.025	-164.807	-583.231	-95.069	-152.886	-200.272
770.417	-318.289	-356.734	-415.444	-205.636	-647.008	-22.650	-174.344	-215.769
770.425	-256.598	-287.592	-352.859	-129.342	-577.867	-123.978	-125.766	-177.026
770.433	-311.434	-345.409	-385.344	-186.265	-625.253	-6.557	-146.031	-188.947
770.441	-316.501	-345.409	-381.768	-182.688	-620.782	-80.764	-144.243	-175.238
770.449	-290.275	-312.328	-359.714	-156.760	-585.318	-67.353	-127.554	-152.886
770.460	-320.971	-351.071	-392.199	-195.503	-600.219	2.384	-145.733	-185.966
770.468	-282.526	-315.309	-346.601	-162.721	-571.907	-143.647	-138.581	-180.304
770.476	-292.957	-328.422	-370.741	-182.688	-585.318	18.477	-118.613	-157.654
770.484	-276.566	-306.666	-338.256	-159.740	-551.641	-53.644	-116.825	-150.800
770.492	-263.751	-294.447	-331.402	-151.098	-551.045	-70.930	-122.786	-152.588
770.500	-300.109	-327.229	-393.093	-180.006	-582.635	18.179	-125.766	-159.740
770.508	-254.214	-289.083	-339.448	-145.435	-533.760	-123.382	-110.567	-153.184
770.516	-272.095	-304.282	-342.727	-167.191	-548.363	15.497	-117.421	-149.906
770.524	-264.645	-282.824	-331.104	-140.667	-544.190	-67.055	-119.805	-156.760
770.532	-249.445	-263.453	-330.806	-124.574	-526.607	-68.545	-110.269	-151.098
770.540	-290.573	-306.964	-362.694	-174.642	-557.005	11.921	-131.130	-164.211
770.548	-250.340	-259.280	-327.229	-128.150	-518.858	-129.640	-116.527	-154.972
770.556	-285.804	-305.772	-366.867	-178.814	-542.402	-14.901	-138.581	-171.959
770.564	-259.578	-283.718	-334.978	-155.866	-522.733	-81.360	-123.978	-153.184
770.572	-208.020	-227.690	-301.898	-104.606	-482.798	-52.452	-81.360	-119.209
770.580	-269.711	-286.996	-342.131	-165.701	-522.435	8.941	-115.931	-158.846
770.588	-208.616	-225.008	-282.228	-104.010	-457.764	-124.872	-91.195	-139.773
