WL	EN	AR	Marker
1.2396e+00	2.6224e-01	1.8110e+00	0.0000e+00
1.2406e+00	2.6195e-01	1.8067e+00	0.0000e+00
1.2412e+00	2.6139e-01	1.8028e+00	0.0000e+00
1.2397e+00	2.6110e-01	1.7980e+00	0.0000e+00
1.2366e+00	2.6092e-01	1.7935e+00	0.0000e+00
1.2357e+00	2.6030e-01	1.7900e+00	0.0000e+00
1.2414e+00	2.5920e-01	1.7878e+00	0.0000e+00
1.2534e+00	2.5769e-01	1.7877e+00	0.0000e+00
1.2686e+00	2.5587e-01	1.7910e+00	0.0000e+00
1.2834e+00	2.5408e-01	1.7984e+00	0.0000e+00
1.2947e+00	2.5242e-01	1.8097e+00	0.0000e+00
1.3009e+00	2.5080e-01	1.8246e+00	0.0000e+00
1.3027e+00	2.4923e-01	1.8424e+00	0.0000e+00
1.3047e+00	2.4775e-01	1.8619e+00	0.0000e+00
1.3115e+00	2.4596e-01	1.8813e+00	0.0000e+00
1.3228e+00	2.4338e-01	1.8988e+00	0.0000e+00
1.3365e+00	2.3974e-01	1.9132e+00	0.0000e+00
1.3487e+00	2.3605e-01	1.9265e+00	0.0000e+00
1.3566e+00	2.3294e-01	1.9359e+00	0.0000e+00
1.3593e+00	2.3092e-01	1.9410e+00	0.0000e+00
1.3582e+00	2.3028e-01	1.9443e+00	0.0000e+00
1.3556e+00	2.3067e-01	1.9466e+00	0.0000e+00
1.3502e+00	2.3204e-01	1.9486e+00	0.0000e+00
1.3413e+00	2.3412e-01	1.9509e+00	0.0000e+00
1.3306e+00	2.3631e-01	1.9538e+00	0.0000e+00
1.3217e+00	2.3740e-01	1.9581e+00	0.0000e+00
1.3181e+00	2.3756e-01	1.9639e+00	0.0000e+00
1.3211e+00	2.3730e-01	1.9702e+00	0.0000e+00
1.3292e+00	2.3658e-01	1.9760e+00	0.0000e+00
1.3388e+00	2.3555e-01	1.9808e+00	0.0000e+00
1.3473e+00	2.3433e-01	1.9838e+00	0.0000e+00
1.3529e+00	2.3305e-01	1.9845e+00	0.0000e+00
1.3547e+00	2.3235e-01	1.9758e+00	0.0000e+00
1.3544e+00	2.3244e-01	1.9580e+00	0.0000e+00
1.3533e+00	2.3294e-01	1.9330e+00	0.0000e+00
1.3504e+00	2.3357e-01	1.9029e+00	0.0000e+00
1.3461e+00	2.3406e-01	1.8751e+00	0.0000e+00
1.3415e+00	2.3445e-01	1.8540e+00	0.0000e+00
1.3371e+00	2.3485e-01	1.8375e+00	0.0000e+00
1.3327e+00	2.3558e-01	1.8296e+00	0.0000e+00
1.3281e+00	2.3671e-01	1.8321e+00	0.0000e+00
1.3228e+00	2.3788e-01	1.8366e+00	0.0000e+00
1.3169e+00	2.3874e-01	1.8360e+00	0.0000e+00
1.3110e+00	2.3921e-01	1.8326e+00	0.0000e+00
1.3062e+00	2.3946e-01	1.8301e+00	0.0000e+00
1.3034e+00	2.3938e-01	1.8299e+00	0.0000e+00
1.3029e+00	2.3903e-01	1.8313e+00	0.0000e+00
1.3031e+00	2.3853e-01	1.8327e+00	0.0000e+00
1.3018e+00	2.3810e-01	1.8333e+00	0.0000e+00
1.2985e+00	2.3778e-01	1.8346e+00	0.0000e+00
1.2933e+00	2.3756e-01	1.8429e+00	0.0000e+00
1.2861e+00	2.3748e-01	1.8610e+00	0.0000e+00
1.2760e+00	2.3761e-01	1.8861e+00	0.0000e+00
1.2630e+00	2.3797e-01	1.9145e+00	0.0000e+00
1.2509e+00	2.3732e-01	1.9408e+00	0.0000e+00
1.2432e+00	2.3566e-01	1.9633e+00	0.0000e+00
1.2409e+00	2.3332e-01	1.9820e+00	0.0000e+00
1.2427e+00	2.3069e-01	1.9971e+00	0.0000e+00
1.2471e+00	2.2790e-01	2.0088e+00	0.0000e+00
1.2505e+00	2.2522e-01	2.0210e+00	0.0000e+00
1.2509e+00	2.2353e-01	2.0288e+00	0.0000e+00
1.2498e+00	2.2285e-01	2.0352e+00	0.0000e+00
1.2506e+00	2.2247e-01	2.0472e+00	0.0000e+00
1.2538e+00	2.2226e-01	2.0655e+00	0.0000e+00
1.2585e+00	2.2211e-01	2.0858e+00	0.0000e+00
1.2634e+00	2.2190e-01	2.1003e+00	0.0000e+00
