WL	EN	AR	Marker
1.7381e+00	1.9840e-01	1.7882e+00	0.0000e+00
1.7426e+00	1.9801e-01	1.7881e+00	0.0000e+00
1.7527e+00	1.9756e-01	1.7876e+00	0.0000e+00
1.7635e+00	1.9694e-01	1.7869e+00	0.0000e+00
1.7686e+00	1.9620e-01	1.7879e+00	0.0000e+00
1.7668e+00	1.9554e-01	1.7898e+00	0.0000e+00
1.7597e+00	1.9522e-01	1.7930e+00	0.0000e+00
1.7505e+00	1.9523e-01	1.7966e+00	0.0000e+00
1.7418e+00	1.9540e-01	1.7996e+00	0.0000e+00
1.7333e+00	1.9578e-01	1.8018e+00	0.0000e+00
1.7243e+00	1.9643e-01	1.8035e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.8050e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.8054e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.8057e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.8046e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.8015e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7966e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7920e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7888e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7851e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7796e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7764e+00	0.0000e+00
1.7148e+00	1.9735e-01	1.7715e+00	0.0000e+00
1.7099e+00	1.9790e-01	1.7664e+00	0.0000e+00
1.7075e+00	1.9800e-01	1.7628e+00	0.0000e+00
1.7079e+00	1.9792e-01	1.7605e+00	0.0000e+00
1.7091e+00	1.9782e-01	1.7582e+00	0.0000e+00
1.7088e+00	1.9778e-01	1.7565e+00	0.0000e+00
1.7055e+00	1.9789e-01	1.7544e+00	0.0000e+00
1.7035e+00	1.9790e-01	1.7527e+00	0.0000e+00
1.7050e+00	1.9772e-01	1.7508e+00	0.0000e+00
1.7093e+00	1.9739e-01	1.7489e+00	0.0000e+00
1.7208e+00	1.9645e-01	1.7472e+00	0.0000e+00
1.7291e+00	1.9571e-01	1.7456e+00	0.0000e+00
1.7280e+00	1.9563e-01	1.7441e+00	0.0000e+00
1.7132e+00	1.9630e-01	1.7396e+00	0.0000e+00
1.6880e+00	1.9774e-01	1.7343e+00	0.0000e+00
1.6587e+00	1.9933e-01	1.7285e+00	0.0000e+00
1.6317e+00	2.0090e-01	1.7222e+00	0.0000e+00
1.6120e+00	2.0246e-01	1.7193e+00	0.0000e+00
1.6012e+00	2.0385e-01	1.7169e+00	0.0000e+00
1.5990e+00	2.0440e-01	1.7151e+00	0.0000e+00
1.6064e+00	2.0312e-01	1.7156e+00	0.0000e+00
1.6224e+00	2.0096e-01	1.7173e+00	0.0000e+00
1.6449e+00	1.9876e-01	1.7204e+00	0.0000e+00
1.6693e+00	1.9699e-01	1.7237e+00	0.0000e+00
1.6903e+00	1.9575e-01	1.7288e+00	0.0000e+00
1.7050e+00	1.9494e-01	1.7361e+00	0.0000e+00
1.7117e+00	1.9462e-01	1.7438e+00	0.0000e+00
1.7115e+00	1.9506e-01	1.7489e+00	0.0000e+00
1.7051e+00	1.9619e-01	1.7520e+00	0.0000e+00
1.6921e+00	1.9774e-01	1.7525e+00	0.0000e+00
1.6744e+00	1.9924e-01	1.7521e+00	0.0000e+00
1.6562e+00	2.0051e-01	1.7507e+00	0.0000e+00
1.6409e+00	2.0140e-01	1.7493e+00	0.0000e+00
1.6310e+00	2.0164e-01	1.7490e+00	0.0000e+00
1.6263e+00	2.0113e-01	1.7503e+00	0.0000e+00
1.6234e+00	2.0038e-01	1.7521e+00	0.0000e+00
1.6201e+00	2.0001e-01	1.7534e+00	0.0000e+00
1.6156e+00	2.0024e-01	1.7537e+00	0.0000e+00
1.6106e+00	2.0073e-01	1.7533e+00	0.0000e+00
1.6089e+00	2.0071e-01	1.7524e+00	0.0000e+00
1.6141e+00	2.0029e-01	1.7515e+00	0.0000e+00
1.6270e+00	1.9972e-01	1.7508e+00	0.0000e+00
1.6471e+00	1.9884e-01	1.7509e+00	0.0000e+00
1.6686e+00	1.9795e-01	1.7514e+00	0.0000e+00
1.6821e+00	1.9739e-01	1.7493e+00	0.0000e+00
1.6822e+00	1.9718e-01	1.7451e+00	0.0000e+00
1.6697e+00	1.9740e-01	1.7401e+00	0.0000e+00
1.6512e+00	1.9805e-01	1.7365e+00	0.0000e+00
1.6357e+00	1.9852e-01	1.7345e+00	0.0000e+00
1.6290e+00	1.9857e-01	1.7345e+00	0.0000e+00
1.6308e+00	1.9820e-01	1.7333e+00	0.0000e+00
1.6358e+00	1.9787e-01	1.7303e+00	0.0000e+00
1.6414e+00	1.9776e-01	1.7245e+00	0.0000e+00
1.6456e+00	1.9787e-01	1.7146e+00	0.0000e+00
1.6458e+00	1.9813e-01	1.7036e+00	0.0000e+00
1.6414e+00	1.9853e-01	1.6962e+00	0.0000e+00
1.6359e+00	1.9846e-01	1.6918e+00	0.0000e+00
1.6346e+00	1.9779e-01	1.6922e+00	0.0000e+00
