WL	EN	AR	Marker
6.0876e-01	2.9852e-01	1.2785e+01	0.0000e+00
6.1226e-01	2.9837e-01	1.2773e+01	0.0000e+00
6.1076e-01	2.9895e-01	1.2760e+01	0.0000e+00
6.0874e-01	2.9975e-01	1.2746e+01	0.0000e+00
6.0715e-01	3.0047e-01	1.2733e+01	0.0000e+00
6.0678e-01	3.0085e-01	1.2720e+01	0.0000e+00
6.0741e-01	3.0092e-01	1.2707e+01	0.0000e+00
6.0817e-01	3.0111e-01	1.2694e+01	0.0000e+00
6.0856e-01	3.0135e-01	1.2679e+01	0.0000e+00
6.0854e-01	3.0160e-01	1.2661e+01	0.0000e+00
6.0825e-01	3.0182e-01	1.2650e+01	0.0000e+00
6.0837e-01	3.0171e-01	1.2654e+01	0.0000e+00
6.0910e-01	3.0124e-01	1.2644e+01	0.0000e+00
6.0997e-01	3.0088e-01	1.2619e+01	0.0000e+00
6.1064e-01	3.0077e-01	1.2623e+01	0.0000e+00
6.1128e-01	3.0076e-01	1.2627e+01	0.0000e+00
6.1179e-01	3.0092e-01	1.2627e+01	0.0000e+00
6.1188e-01	3.0129e-01	1.2557e+01	0.0000e+00
6.1104e-01	3.0194e-01	1.2438e+01	0.0000e+00
6.0933e-01	3.0275e-01	1.2338e+01	0.0000e+00
6.0714e-01	3.0361e-01	1.2279e+01	0.0000e+00
6.0442e-01	3.0451e-01	1.2267e+01	0.0000e+00
6.0135e-01	3.0543e-01	1.2277e+01	0.0000e+00
5.9834e-01	3.0633e-01	1.2288e+01	0.0000e+00
5.9635e-01	3.0714e-01	1.2301e+01	0.0000e+00
5.9590e-01	3.0767e-01	1.2314e+01	0.0000e+00
5.9611e-01	3.0800e-01	1.2325e+01	0.0000e+00
5.9591e-01	3.0831e-01	1.2337e+01	0.0000e+00
5.9544e-01	3.0863e-01	1.2355e+01	0.0000e+00
5.9524e-01	3.0892e-01	1.2381e+01	0.0000e+00
5.9500e-01	3.0933e-01	1.2413e+01	0.0000e+00
5.9451e-01	3.0980e-01	1.2447e+01	0.0000e+00
6.0209e-01	3.0937e-01	1.2471e+01	0.0000e+00
6.1018e-01	3.0865e-01	1.2484e+01	0.0000e+00
6.2060e-01	3.0752e-01	1.2474e+01	0.0000e+00
6.3385e-01	3.0606e-01	1.2319e+01	0.0000e+00
6.5023e-01	3.0449e-01	1.2077e+01	0.0000e+00
6.7183e-01	3.0298e-01	1.1852e+01	0.0000e+00
6.9874e-01	3.0157e-01	1.1702e+01	0.0000e+00
7.2754e-01	3.0028e-01	1.1628e+01	0.0000e+00
7.5382e-01	2.9900e-01	1.1618e+01	0.0000e+00
7.7389e-01	2.9742e-01	1.1662e+01	0.0000e+00
7.8641e-01	2.9554e-01	1.1756e+01	0.0000e+00
7.9338e-01	2.9376e-01	1.1897e+01	0.0000e+00
8.0145e-01	2.9232e-01	1.2059e+01	0.0000e+00
8.1164e-01	2.9136e-01	1.2193e+01	0.0000e+00
8.2398e-01	2.9064e-01	1.2298e+01	0.0000e+00
8.4024e-01	2.8970e-01	1.2401e+01	0.0000e+00
8.6035e-01	2.8865e-01	1.2496e+01	0.0000e+00
8.8403e-01	2.8752e-01	1.2577e+01	0.0000e+00
9.0888e-01	2.8628e-01	1.2641e+01	0.0000e+00
9.3086e-01	2.8513e-01	1.2698e+01	0.0000e+00
9.4693e-01	2.8426e-01	1.2741e+01	0.0000e+00
9.5688e-01	2.8387e-01	1.2763e+01	0.0000e+00
9.6746e-01	2.8326e-01	1.2760e+01	0.0000e+00
9.8141e-01	2.8207e-01	1.2745e+01	0.0000e+00
1.0007e+00	2.8038e-01	1.2718e+01	0.0000e+00
1.0267e+00	2.7887e-01	1.2678e+01	0.0000e+00
1.0296e+00	2.7926e-01	1.2632e+01	0.0000e+00
1.0321e+00	2.7983e-01	1.2574e+01	0.0000e+00
1.0344e+00	2.8044e-01	1.2525e+01	0.0000e+00
1.0368e+00	2.8096e-01	1.2499e+01	0.0000e+00
1.0395e+00	2.8128e-01	1.2489e+01	0.0000e+00
1.0426e+00	2.8151e-01	1.2485e+01	0.0000e+00
1.0459e+00	2.8170e-01	1.2482e+01	0.0000e+00
1.0493e+00	2.8174e-01	1.2482e+01	0.0000e+00
1.0530e+00	2.8150e-01	1.2482e+01	0.0000e+00
1.0572e+00	2.8097e-01	1.2477e+01	0.0000e+00
1.0631e+00	2.8009e-01	1.2465e+01	0.0000e+00
1.0682e+00	2.7941e-01	1.2445e+01	0.0000e+00
1.0722e+00	2.7884e-01	1.2424e+01	0.0000e+00
1.0746e+00	2.7828e-01	1.2407e+01	0.0000e+00
1.0752e+00	2.7801e-01	1.2397e+01	0.0000e+00
1.0743e+00	2.7845e-01	1.2395e+01	0.0000e+00
1.0730e+00	2.7986e-01	1.2405e+01	0.0000e+00
1.0725e+00	2.8118e-01	1.2421e+01	0.0000e+00
1.0729e+00	2.8145e-01	1.2431e+01	0.0000e+00
1.0738e+00	2.8099e-01	1.2434e+01	0.0000e+00
1.0742e+00	2.8094e-01	1.2432e+01	0.0000e+00
