Timestamp	GSR	2023-06-28 15:10:09.086	fs=64.0
607520.249	3.845
607520.259	3.844
607520.284	3.844
607520.291	3.842
607520.325	3.842
607520.326	3.840
607520.348	3.840
607520.350	3.840
607520.381	3.838
607520.382	3.837
607520.407	3.835
607520.423	3.835
607520.449	3.837
607520.461	3.835
607520.463	3.835
607520.487	3.837
607520.504	3.837
607520.516	3.837
607520.532	3.835
607520.543	3.834
607520.568	3.834
607520.578	3.832
607520.593	3.832
607520.605	3.828
607520.630	3.828
607520.631	3.826
607520.656	3.825
607520.694	3.823
607520.695	3.822
607520.707	3.821
607520.716	3.821
607520.741	3.818
607520.746	3.816
607520.761	3.815
607520.792	3.813
607520.812	3.812
607520.814	3.812
607520.830	3.810
607520.841	3.809
607520.866	3.807
607520.867	3.806
607520.885	3.803
607520.919	3.803
607520.920	3.801
607520.932	3.801
607520.957	3.800
607520.966	3.799
607520.990	3.796
607520.999	3.796
607521.014	3.794
607521.042	3.793
607521.044	3.791
607521.066	3.790
607521.079	3.790
607521.092	3.788
607521.102	3.785
607521.129	3.784
607521.149	3.782
607521.172	3.782
607521.174	3.781
607521.185	3.779
607521.200	3.778
607521.224	3.778
607521.225	3.775
607521.254	3.774
607521.280	3.772
607521.281	3.772
607521.317	3.772
607521.319	3.771
607521.331	3.768
607521.346	3.768
607521.370	3.765
607521.371	3.766
607521.396	3.763
607521.411	3.762
607521.426	3.760
607521.439	3.760
607521.462	3.759
607521.467	3.758
607521.499	3.756
607521.500	3.756
607521.526	3.755
607521.527	3.753
607521.549	3.752
607521.560	3.750
607521.588	3.750
607521.589	3.749
607521.614	3.746
607521.639	3.746
607521.640	3.744
607521.653	3.744
607521.676	3.741
607521.710	3.741
607521.711	3.740
607521.712	3.740
607521.740	3.738
607521.755	3.737
607521.756	3.734
607521.781	3.734
607521.801	3.734
607521.814	3.733
607521.826	3.731
607521.864	3.730
607521.865	3.730
607521.871	3.728
607521.886	3.725
607521.927	3.725
607521.929	3.724
607521.935	3.724
607521.957	3.722
607521.985	3.721
607521.991	3.718
607522.000	3.719
607522.017	3.718
607522.032	3.716
607522.059	3.715
607522.060	3.714
607522.085	3.712
607522.086	3.714
607522.111	3.711
607522.127	3.709
607522.129	3.709
607522.154	3.709
607522.172	3.706
607522.185	3.706
607522.215	3.705
607522.216	3.705
607522.232	3.702
607522.251	3.702
607522.261	3.699
607522.280	3.700
607522.291	3.697
607522.315	3.697
607522.344	3.695
607522.345	3.696
607522.354	3.695
607522.372	3.695
607522.386	3.692
607522.415	3.692
607522.426	3.690
607522.452	3.690
607522.453	3.689
607522.472	3.689
607522.473	3.686
607522.500	3.686
607522.520	3.686
607522.550	3.683
607522.551	3.681
607522.576	3.681
607522.578	3.680
607522.602	3.681
607522.606	3.678
607522.631	3.677
607522.632	3.677
607522.654	3.675
607522.679	3.674
607522.704	3.674
607522.705	3.673
607522.734	3.673
607522.742	3.673
607522.744	3.670
607522.757	3.667
607522.777	3.668
607522.809	3.667
607522.810	3.667
607522.834	3.664
607522.840	3.664
607522.865	3.662
607522.871	3.662
607522.881	3.661
607522.924	3.659
607522.925	3.658
