Timestamp	workload	stress	Marker
8.9576e+05	1.8438e+00	9.7117e-01	0.0000e+00
8.9576e+05	1.8431e+00	9.7254e-01	0.0000e+00
8.9576e+05	1.8415e+00	9.7395e-01	0.0000e+00
8.9576e+05	1.8398e+00	9.7546e-01	0.0000e+00
8.9576e+05	1.8385e+00	9.7670e-01	0.0000e+00
8.9576e+05	1.8378e+00	9.7795e-01	0.0000e+00
8.9576e+05	1.8380e+00	9.7900e-01	0.0000e+00
8.9576e+05	1.8382e+00	9.8026e-01	0.0000e+00
8.9576e+05	1.8383e+00	9.8147e-01	0.0000e+00
8.9576e+05	1.8386e+00	9.8256e-01	0.0000e+00
8.9576e+05	1.8392e+00	9.8378e-01	0.0000e+00
8.9576e+05	1.8399e+00	9.8526e-01	0.0000e+00
8.9576e+05	1.8410e+00	9.8684e-01	0.0000e+00
8.9576e+05	1.8420e+00	9.8856e-01	0.0000e+00
8.9576e+05	1.8431e+00	9.9000e-01	0.0000e+00
8.9576e+05	1.8443e+00	9.9170e-01	0.0000e+00
8.9576e+05	1.8455e+00	9.9356e-01	0.0000e+00
8.9576e+05	1.8468e+00	9.9543e-01	0.0000e+00
8.9576e+05	1.8480e+00	9.9735e-01	0.0000e+00
8.9576e+05	1.8494e+00	9.9923e-01	0.0000e+00
8.9576e+05	1.8514e+00	1.0012e+00	0.0000e+00
8.9576e+05	1.8533e+00	1.0031e+00	0.0000e+00
8.9576e+05	1.8549e+00	1.0047e+00	0.0000e+00
8.9576e+05	1.8561e+00	1.0060e+00	0.0000e+00
8.9576e+05	1.8568e+00	1.0072e+00	0.0000e+00
8.9576e+05	1.8568e+00	1.0082e+00	0.0000e+00
8.9576e+05	1.8573e+00	1.0092e+00	0.0000e+00
8.9576e+05	1.8573e+00	1.0101e+00	0.0000e+00
8.9576e+05	1.8569e+00	1.0107e+00	0.0000e+00
8.9576e+05	1.8568e+00	1.0114e+00	0.0000e+00
8.9576e+05	1.8571e+00	1.0118e+00	0.0000e+00
8.9576e+05	1.8574e+00	1.0121e+00	0.0000e+00
8.9576e+05	1.8576e+00	1.0120e+00	0.0000e+00
8.9576e+05	1.8576e+00	1.0118e+00	0.0000e+00
8.9576e+05	1.8574e+00	1.0113e+00	0.0000e+00
8.9576e+05	1.8564e+00	1.0105e+00	0.0000e+00
8.9576e+05	1.8550e+00	1.0094e+00	0.0000e+00
8.9576e+05	1.8541e+00	1.0082e+00	0.0000e+00
8.9576e+05	1.8534e+00	1.0068e+00	0.0000e+00
8.9576e+05	1.8534e+00	1.0068e+00	0.0000e+00
8.9576e+05	1.8536e+00	1.0054e+00	0.0000e+00
8.9576e+05	1.8538e+00	1.0039e+00	0.0000e+00
8.9576e+05	1.8544e+00	1.0023e+00	0.0000e+00
8.9576e+05	1.8551e+00	1.0008e+00	0.0000e+00
8.9576e+05	1.8562e+00	9.9931e-01	0.0000e+00
8.9576e+05	1.8576e+00	9.9777e-01	0.0000e+00
8.9576e+05	1.8593e+00	9.9623e-01	0.0000e+00
8.9576e+05	1.8609e+00	9.9453e-01	0.0000e+00
8.9577e+05	1.8627e+00	9.9290e-01	0.0000e+00
8.9577e+05	1.8646e+00	9.9128e-01	0.0000e+00
8.9577e+05	1.8660e+00	9.8964e-01	0.0000e+00
8.9577e+05	1.8674e+00	9.8820e-01	0.0000e+00
8.9577e+05	1.8689e+00	9.8673e-01	0.0000e+00
8.9577e+05	1.8706e+00	9.8537e-01	0.0000e+00
8.9577e+05	1.8724e+00	9.8411e-01	0.0000e+00
8.9577e+05	1.8740e+00	9.8298e-01	0.0000e+00
8.9577e+05	1.8757e+00	9.8201e-01	0.0000e+00
8.9577e+05	1.8773e+00	9.8100e-01	0.0000e+00
8.9577e+05	1.8782e+00	9.8008e-01	0.0000e+00
8.9577e+05	1.8784e+00	9.7919e-01	0.0000e+00
8.9577e+05	1.8783e+00	9.7838e-01	0.0000e+00
8.9577e+05	1.8783e+00	9.7787e-01	0.0000e+00
8.9577e+05	1.8780e+00	9.7747e-01	0.0000e+00
8.9577e+05	1.8774e+00	9.7713e-01	0.0000e+00
8.9577e+05	1.8767e+00	9.7680e-01	0.0000e+00
8.9577e+05	1.8754e+00	9.7654e-01	0.0000e+00
8.9577e+05	1.8743e+00	9.7625e-01	0.0000e+00
8.9577e+05	1.8727e+00	9.7601e-01	0.0000e+00
8.9577e+05	1.8712e+00	9.7577e-01	0.0000e+00
8.9577e+05	1.8698e+00	9.7567e-01	0.0000e+00
8.9577e+05	1.8686e+00	9.7561e-01	0.0000e+00
8.9577e+05	1.8673e+00	9.7566e-01	0.0000e+00
8.9577e+05	1.8658e+00	9.7591e-01	0.0000e+00
8.9577e+05	1.8638e+00	9.7619e-01	0.0000e+00
8.9577e+05	1.8619e+00	9.7669e-01	0.0000e+00
8.9577e+05	1.8600e+00	9.7710e-01	0.0000e+00
8.9577e+05	1.8587e+00	9.7744e-01	0.0000e+00
8.9577e+05	1.8570e+00	9.7787e-01	1.0000e+00
8.9577e+05	1.8556e+00	9.7836e-01	0.0000e+00
8.9577e+05	1.8543e+00	9.7890e-01	0.0000e+00
8.9577e+05	1.8533e+00	9.7947e-01	0.0000e+00
8.9577e+05	1.8525e+00	9.8007e-01	0.0000e+00
8.9577e+05	1.8521e+00	9.8074e-01	0.0000e+00
8.9577e+05	1.8515e+00	9.8144e-01	0.0000e+00
8.9577e+05	1.8513e+00	9.8230e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	1.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8511e+00	9.8302e-01	0.0000e+00
8.9577e+05	1.8519e+00	9.8215e-01	0.0000e+00
8.9577e+05	1.8532e+00	9.8131e-01	0.0000e+00
8.9577e+05	1.8543e+00	9.8049e-01	0.0000e+00
8.9577e+05	1.8555e+00	9.7958e-01	0.0000e+00
8.9577e+05	1.8566e+00	9.7867e-01	0.0000e+00
8.9577e+05	1.8581e+00	9.7781e-01	0.0000e+00
8.9577e+05	1.8594e+00	9.7697e-01	0.0000e+00
8.9577e+05	1.8606e+00	9.7630e-01	0.0000e+00
8.9577e+05	1.8617e+00	9.7575e-01	0.0000e+00
8.9577e+05	1.8627e+00	9.7534e-01	0.0000e+00
8.9577e+05	1.8636e+00	9.7500e-01	0.0000e+00
8.9577e+05	1.8642e+00	9.7468e-01	0.0000e+00
8.9577e+05	1.8647e+00	9.7437e-01	0.0000e+00
8.9577e+05	1.8650e+00	9.7402e-01	0.0000e+00
8.9577e+05	1.8656e+00	9.7358e-01	0.0000e+00
8.9577e+05	1.8660e+00	9.7305e-01	0.0000e+00
8.9577e+05	1.8660e+00	9.7268e-01	0.0000e+00
8.9577e+05	1.8658e+00	9.7233e-01	0.0000e+00
8.9577e+05	1.8653e+00	9.7193e-01	0.0000e+00
8.9577e+05	1.8648e+00	9.7164e-01	0.0000e+00
8.9577e+05	1.8643e+00	9.7129e-01	0.0000e+00
8.9577e+05	1.8640e+00	9.7093e-01	0.0000e+00
8.9577e+05	1.8640e+00	9.7093e-01	0.0000e+00
8.9577e+05	1.8640e+00	9.7093e-01	0.0000e+00
8.9577e+05	1.8630e+00	9.7056e-01	0.0000e+00
8.9577e+05	1.8619e+00	9.7018e-01	0.0000e+00
8.9577e+05	1.8604e+00	9.6990e-01	0.0000e+00
8.9577e+05	1.8590e+00	9.6957e-01	0.0000e+00
8.9577e+05	1.8573e+00	9.6915e-01	0.0000e+00
8.9577e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9577e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9577e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9577e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9577e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9577e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
8.9578e+05	1.8562e+00	9.6876e-01	0.0000e+00
