Timestamp	workload	stress	Marker
6.2410e+05	2.7635e+00	2.5923e-01	0.0000e+00
6.2411e+05	2.7636e+00	2.5950e-01	0.0000e+00
6.2411e+05	2.7636e+00	2.5977e-01	0.0000e+00
6.2411e+05	2.7632e+00	2.5999e-01	0.0000e+00
6.2411e+05	2.7625e+00	2.6020e-01	0.0000e+00
6.2411e+05	2.7614e+00	2.6032e-01	0.0000e+00
6.2411e+05	2.7604e+00	2.6043e-01	0.0000e+00
6.2411e+05	2.7585e+00	2.6058e-01	0.0000e+00
6.2411e+05	2.7567e+00	2.6072e-01	0.0000e+00
6.2411e+05	2.7543e+00	2.6078e-01	0.0000e+00
6.2411e+05	2.7525e+00	2.6077e-01	0.0000e+00
6.2411e+05	2.7510e+00	2.6078e-01	0.0000e+00
6.2411e+05	2.7489e+00	2.6089e-01	0.0000e+00
6.2411e+05	2.7467e+00	2.6102e-01	0.0000e+00
6.2411e+05	2.7451e+00	2.6116e-01	0.0000e+00
6.2411e+05	2.7435e+00	2.6123e-01	0.0000e+00
6.2411e+05	2.7423e+00	2.6133e-01	0.0000e+00
6.2411e+05	2.7423e+00	2.6142e-01	0.0000e+00
6.2411e+05	2.7419e+00	2.6147e-01	0.0000e+00
6.2411e+05	2.7402e+00	2.6155e-01	0.0000e+00
6.2411e+05	2.7385e+00	2.6162e-01	0.0000e+00
6.2411e+05	2.7362e+00	2.6171e-01	0.0000e+00
6.2411e+05	2.7341e+00	2.6185e-01	0.0000e+00
6.2411e+05	2.7326e+00	2.6203e-01	0.0000e+00
6.2411e+05	2.7292e+00	2.6227e-01	0.0000e+00
6.2411e+05	2.7269e+00	2.6247e-01	0.0000e+00
6.2411e+05	2.7255e+00	2.6272e-01	0.0000e+00
6.2411e+05	2.7236e+00	2.6296e-01	0.0000e+00
6.2411e+05	2.7219e+00	2.6317e-01	0.0000e+00
6.2411e+05	2.7187e+00	2.6340e-01	0.0000e+00
6.2411e+05	2.7156e+00	2.6363e-01	0.0000e+00
6.2411e+05	2.7122e+00	2.6380e-01	0.0000e+00
6.2411e+05	2.7084e+00	2.6391e-01	0.0000e+00
6.2411e+05	2.7037e+00	2.6403e-01	0.0000e+00
6.2411e+05	2.6989e+00	2.6417e-01	0.0000e+00
6.2411e+05	2.6941e+00	2.6427e-01	0.0000e+00
6.2411e+05	2.6892e+00	2.6439e-01	0.0000e+00
6.2411e+05	2.6839e+00	2.6446e-01	0.0000e+00
6.2411e+05	2.6792e+00	2.6453e-01	0.0000e+00
6.2411e+05	2.6742e+00	2.6458e-01	0.0000e+00
6.2411e+05	2.6696e+00	2.6463e-01	0.0000e+00
6.2411e+05	2.6652e+00	2.6463e-01	0.0000e+00
6.2411e+05	2.6605e+00	2.6452e-01	0.0000e+00
6.2411e+05	2.6562e+00	2.6441e-01	0.0000e+00
6.2411e+05	2.6518e+00	2.6429e-01	0.0000e+00
6.2411e+05	2.6473e+00	2.6415e-01	0.0000e+00
6.2411e+05	2.6427e+00	2.6394e-01	0.0000e+00
6.2411e+05	2.6381e+00	2.6376e-01	0.0000e+00
6.2411e+05	2.6340e+00	2.6354e-01	0.0000e+00
6.2411e+05	2.6302e+00	2.6331e-01	0.0000e+00
6.2411e+05	2.6265e+00	2.6312e-01	0.0000e+00
6.2411e+05	2.6234e+00	2.6289e-01	1.0000e+00
6.2411e+05	2.6206e+00	2.6266e-01	0.0000e+00
6.2411e+05	2.6180e+00	2.6244e-01	0.0000e+00
6.2411e+05	2.6154e+00	2.6222e-01	0.0000e+00
6.2411e+05	2.6132e+00	2.6197e-01	0.0000e+00
6.2411e+05	2.6116e+00	2.6169e-01	0.0000e+00
6.2411e+05	2.6096e+00	2.6145e-01	0.0000e+00
6.2411e+05	2.6081e+00	2.6121e-01	0.0000e+00
6.2411e+05	2.6069e+00	2.6099e-01	0.0000e+00
6.2411e+05	2.6057e+00	2.6078e-01	0.0000e+00
6.2411e+05	2.6052e+00	2.6060e-01	0.0000e+00
6.2411e+05	2.6050e+00	2.6043e-01	0.0000e+00
6.2411e+05	2.6046e+00	2.6030e-01	0.0000e+00
6.2411e+05	2.6043e+00	2.6015e-01	0.0000e+00
6.2411e+05	2.6042e+00	2.6001e-01	0.0000e+00
6.2411e+05	2.6041e+00	2.5987e-01	0.0000e+00
6.2411e+05	2.6046e+00	2.5970e-01	0.0000e+00
6.2411e+05	2.6052e+00	2.5955e-01	0.0000e+00
6.2411e+05	2.6059e+00	2.5943e-01	0.0000e+00
6.2411e+05	2.6060e+00	2.5932e-01	0.0000e+00
6.2411e+05	2.6062e+00	2.5922e-01	0.0000e+00
6.2411e+05	2.6061e+00	2.5914e-01	0.0000e+00
6.2411e+05	2.6062e+00	2.5900e-01	0.0000e+00
6.2411e+05	2.6070e+00	2.5886e-01	0.0000e+00
6.2411e+05	2.6080e+00	2.5875e-01	0.0000e+00
6.2411e+05	2.6100e+00	2.5859e-01	0.0000e+00
6.2411e+05	2.6117e+00	2.5840e-01	0.0000e+00
6.2411e+05	2.6133e+00	2.5823e-01	0.0000e+00
6.2411e+05	2.6142e+00	2.5806e-01	0.0000e+00
6.2411e+05	2.6153e+00	2.5790e-01	0.0000e+00
6.2411e+05	2.6164e+00	2.5774e-01	0.0000e+00
6.2411e+05	2.6177e+00	2.5757e-01	0.0000e+00
6.2411e+05	2.6189e+00	2.5733e-01	0.0000e+00
6.2411e+05	2.6204e+00	2.5713e-01	0.0000e+00
6.2411e+05	2.6224e+00	2.5691e-01	0.0000e+00
6.2411e+05	2.6247e+00	2.5666e-01	0.0000e+00
6.2411e+05	2.6268e+00	2.5643e-01	0.0000e+00
6.2411e+05	2.6287e+00	2.5621e-01	0.0000e+00
6.2411e+05	2.6305e+00	2.5600e-01	0.0000e+00
6.2411e+05	2.6332e+00	2.5580e-01	0.0000e+00
6.2411e+05	2.6355e+00	2.5565e-01	0.0000e+00
6.2411e+05	2.6377e+00	2.5545e-01	0.0000e+00
6.2411e+05	2.6404e+00	2.5526e-01	0.0000e+00
6.2411e+05	2.6430e+00	2.5510e-01	0.0000e+00
6.2411e+05	2.6457e+00	2.5495e-01	0.0000e+00
6.2411e+05	2.6479e+00	2.5480e-01	0.0000e+00
6.2411e+05	2.6500e+00	2.5465e-01	0.0000e+00
6.2411e+05	2.6523e+00	2.5450e-01	0.0000e+00
6.2411e+05	2.6551e+00	2.5432e-01	0.0000e+00
6.2411e+05	2.6584e+00	2.5420e-01	0.0000e+00
6.2412e+05	2.6610e+00	2.5406e-01	0.0000e+00
6.2412e+05	2.6639e+00	2.5394e-01	0.0000e+00
6.2412e+05	2.6667e+00	2.5382e-01	0.0000e+00
6.2412e+05	2.6704e+00	2.5367e-01	0.0000e+00
6.2412e+05	2.6737e+00	2.5353e-01	0.0000e+00
6.2412e+05	2.6769e+00	2.5342e-01	0.0000e+00
6.2412e+05	2.6804e+00	2.5331e-01	0.0000e+00
6.2412e+05	2.6829e+00	2.5321e-01	0.0000e+00
6.2412e+05	2.6851e+00	2.5311e-01	0.0000e+00
6.2412e+05	2.6860e+00	2.5310e-01	0.0000e+00
6.2412e+05	2.6873e+00	2.5303e-01	0.0000e+00
6.2412e+05	2.6887e+00	2.5296e-01	0.0000e+00
6.2412e+05	2.6908e+00	2.5289e-01	0.0000e+00
6.2412e+05	2.6937e+00	2.5281e-01	0.0000e+00
