Timestamp	workload	stress	Marker
4.5802e+03	2.0430e+00	1.1661e+00	0.0000e+00	0.0000e+00
4.5803e+03	2.0426e+00	1.1656e+00	0.0000e+00	0.0000e+00
4.5804e+03	2.0403e+00	1.1646e+00	0.0000e+00	0.0000e+00
4.5805e+03	2.0386e+00	1.1639e+00	0.0000e+00	0.0000e+00
4.5806e+03	2.0374e+00	1.1632e+00	0.0000e+00	0.0000e+00
4.5807e+03	2.0363e+00	1.1623e+00	0.0000e+00	0.0000e+00
4.5808e+03	2.0348e+00	1.1614e+00	0.0000e+00	0.0000e+00
4.5809e+03	2.0334e+00	1.1606e+00	0.0000e+00	0.0000e+00
4.5810e+03	2.0328e+00	1.1598e+00	0.0000e+00	0.0000e+00
4.5811e+03	2.0325e+00	1.1591e+00	0.0000e+00	0.0000e+00
4.5812e+03	2.0320e+00	1.1584e+00	0.0000e+00	0.0000e+00
4.5813e+03	2.0319e+00	1.1579e+00	0.0000e+00	0.0000e+00
4.5814e+03	2.0319e+00	1.1575e+00	0.0000e+00	0.0000e+00
4.5815e+03	2.0319e+00	1.1570e+00	0.0000e+00	0.0000e+00
4.5816e+03	2.0320e+00	1.1572e+00	0.0000e+00	0.0000e+00
4.5817e+03	2.0328e+00	1.1568e+00	0.0000e+00	0.0000e+00
4.5818e+03	2.0336e+00	1.1562e+00	0.0000e+00	0.0000e+00
4.5819e+03	2.0349e+00	1.1556e+00	0.0000e+00	0.0000e+00
4.5820e+03	2.0360e+00	1.1549e+00	0.0000e+00	0.0000e+00
4.5821e+03	2.0376e+00	1.1543e+00	0.0000e+00	0.0000e+00
4.5822e+03	2.0389e+00	1.1538e+00	0.0000e+00	0.0000e+00
4.5823e+03	2.0402e+00	1.1532e+00	0.0000e+00	0.0000e+00
4.5824e+03	2.0410e+00	1.1526e+00	0.0000e+00	0.0000e+00
4.5825e+03	2.0418e+00	1.1518e+00	0.0000e+00	0.0000e+00
4.5826e+03	2.0424e+00	1.1519e+00	0.0000e+00	0.0000e+00
4.5827e+03	2.0430e+00	1.1513e+00	0.0000e+00	0.0000e+00
4.5828e+03	2.0434e+00	1.1506e+00	0.0000e+00	0.0000e+00
4.5829e+03	2.0438e+00	1.1499e+00	0.0000e+00	0.0000e+00
4.5830e+03	2.0446e+00	1.1493e+00	0.0000e+00	0.0000e+00
4.5831e+03	2.0451e+00	1.1488e+00	0.0000e+00	0.0000e+00
4.5832e+03	2.0455e+00	1.1485e+00	0.0000e+00	0.0000e+00
4.5833e+03	2.0459e+00	1.1480e+00	0.0000e+00	0.0000e+00
4.5834e+03	2.0459e+00	1.1474e+00	0.0000e+00	0.0000e+00
4.5835e+03	2.0456e+00	1.1466e+00	0.0000e+00	0.0000e+00
4.5836e+03	2.0454e+00	1.1464e+00	0.0000e+00	0.0000e+00
4.5837e+03	2.0449e+00	1.1463e+00	0.0000e+00	0.0000e+00
4.5838e+03	2.0445e+00	1.1464e+00	0.0000e+00	0.0000e+00
4.5839e+03	2.0441e+00	1.1465e+00	0.0000e+00	0.0000e+00
4.5840e+03	2.0434e+00	1.1469e+00	0.0000e+00	0.0000e+00
4.5841e+03	2.0430e+00	1.1472e+00	0.0000e+00	0.0000e+00
4.5842e+03	2.0426e+00	1.1477e+00	0.0000e+00	0.0000e+00
4.5843e+03	2.0428e+00	1.1484e+00	0.0000e+00	0.0000e+00
4.5844e+03	2.0430e+00	1.1492e+00	0.0000e+00	0.0000e+00
4.5845e+03	2.0436e+00	1.1499e+00	0.0000e+00	0.0000e+00
4.5846e+03	2.0442e+00	1.1508e+00	0.0000e+00	0.0000e+00
4.5847e+03	2.0446e+00	1.1519e+00	0.0000e+00	0.0000e+00
4.5848e+03	2.0457e+00	1.1530e+00	0.0000e+00	0.0000e+00
4.5849e+03	2.0467e+00	1.1542e+00	0.0000e+00	0.0000e+00
4.5850e+03	2.0480e+00	1.1550e+00	0.0000e+00	0.0000e+00
4.5851e+03	2.0490e+00	1.1556e+00	0.0000e+00	0.0000e+00
4.5852e+03	2.0503e+00	1.1562e+00	0.0000e+00	0.0000e+00
4.5853e+03	2.0521e+00	1.1569e+00	0.0000e+00	0.0000e+00
4.5854e+03	2.0539e+00	1.1576e+00	0.0000e+00	0.0000e+00
4.5855e+03	2.0560e+00	1.1580e+00	0.0000e+00	0.0000e+00
4.5856e+03	2.0576e+00	1.1584e+00	0.0000e+00	0.0000e+00
4.5857e+03	2.0592e+00	1.1592e+00	0.0000e+00	0.0000e+00
4.5858e+03	2.0613e+00	1.1599e+00	0.0000e+00	0.0000e+00
4.5859e+03	2.0629e+00	1.1605e+00	0.0000e+00	0.0000e+00
4.5860e+03	2.0649e+00	1.1608e+00	0.0000e+00	0.0000e+00
4.5861e+03	2.0670e+00	1.1608e+00	0.0000e+00	0.0000e+00
4.5862e+03	2.0686e+00	1.1609e+00	0.0000e+00	0.0000e+00
4.5863e+03	2.0700e+00	1.1608e+00	0.0000e+00	0.0000e+00
4.5864e+03	2.0701e+00	1.1603e+00	0.0000e+00	0.0000e+00
4.5865e+03	2.0697e+00	1.1598e+00	0.0000e+00	0.0000e+00
4.5866e+03	2.0703e+00	1.1599e+00	0.0000e+00	0.0000e+00
4.5867e+03	2.0710e+00	1.1600e+00	0.0000e+00	0.0000e+00
4.5868e+03	2.0712e+00	1.1601e+00	0.0000e+00	0.0000e+00
4.5869e+03	2.0714e+00	1.1601e+00	0.0000e+00	0.0000e+00
4.5870e+03	2.0717e+00	1.1602e+00	1.0000e+00	0.0000e+00
4.5871e+03	2.0719e+00	1.1605e+00	0.0000e+00	0.0000e+00
4.5872e+03	2.0718e+00	1.1608e+00	0.0000e+00	0.0000e+00
4.5873e+03	2.0707e+00	1.1610e+00	0.0000e+00	0.0000e+00
4.5874e+03	2.0698e+00	1.1615e+00	0.0000e+00	0.0000e+00
4.5875e+03	2.0693e+00	1.1621e+00	0.0000e+00	0.0000e+00
4.5876e+03	2.0696e+00	1.1626e+00	0.0000e+00	0.0000e+00
4.5877e+03	2.0698e+00	1.1629e+00	0.0000e+00	0.0000e+00
4.5878e+03	2.0691e+00	1.1630e+00	0.0000e+00	0.0000e+00
4.5879e+03	2.0697e+00	1.1636e+00	0.0000e+00	0.0000e+00
4.5880e+03	2.0707e+00	1.1642e+00	0.0000e+00	0.0000e+00
4.5881e+03	2.0696e+00	1.1652e+00	0.0000e+00	0.0000e+00
4.5882e+03	2.0689e+00	1.1662e+00	0.0000e+00	0.0000e+00
4.5883e+03	2.0688e+00	1.1674e+00	0.0000e+00	0.0000e+00
4.5884e+03	2.0685e+00	1.1683e+00	0.0000e+00	0.0000e+00
4.5885e+03	2.0689e+00	1.1693e+00	0.0000e+00	0.0000e+00
4.5886e+03	2.0689e+00	1.1703e+00	0.0000e+00	0.0000e+00
4.5887e+03	2.0694e+00	1.1712e+00	0.0000e+00	0.0000e+00
4.5888e+03	2.0699e+00	1.1721e+00	0.0000e+00	0.0000e+00
4.5889e+03	2.0701e+00	1.1732e+00	0.0000e+00	0.0000e+00
4.5890e+03	2.0695e+00	1.1731e+00	0.0000e+00	0.0000e+00
4.5891e+03	2.0694e+00	1.1731e+00	0.0000e+00	0.0000e+00
4.5892e+03	2.0712e+00	1.1741e+00	0.0000e+00	0.0000e+00
4.5893e+03	2.0731e+00	1.1752e+00	0.0000e+00	0.0000e+00
4.5894e+03	2.0749e+00	1.1761e+00	0.0000e+00	0.0000e+00
4.5895e+03	2.0755e+00	1.1760e+00	0.0000e+00	0.0000e+00
4.5896e+03	2.0774e+00	1.1772e+00	0.0000e+00	0.0000e+00
4.5897e+03	2.0785e+00	1.1784e+00	0.0000e+00	0.0000e+00
4.5898e+03	2.0797e+00	1.1795e+00	0.0000e+00	0.0000e+00
4.5899e+03	2.0812e+00	1.1803e+00	0.0000e+00	0.0000e+00
4.5900e+03	2.0827e+00	1.1810e+00	0.0000e+00	0.0000e+00
4.5901e+03	2.0846e+00	1.1814e+00	0.0000e+00	0.0000e+00
4.5902e+03	2.0861e+00	1.1818e+00	0.0000e+00	0.0000e+00
4.5903e+03	2.0877e+00	1.1822e+00	0.0000e+00	0.0000e+00
4.5904e+03	2.0890e+00	1.1825e+00	0.0000e+00	0.0000e+00
4.5905e+03	2.0901e+00	1.1826e+00	0.0000e+00	0.0000e+00
4.5906e+03	2.0905e+00	1.1828e+00	0.0000e+00	0.0000e+00
4.5907e+03	2.0911e+00	1.1830e+00	0.0000e+00	0.0000e+00
4.5908e+03	2.0911e+00	1.1832e+00	0.0000e+00	0.0000e+00
4.5909e+03	2.0911e+00	1.1833e+00	0.0000e+00	0.0000e+00
4.5910e+03	2.0908e+00	1.1835e+00	0.0000e+00	0.0000e+00
4.5911e+03	2.0893e+00	1.1836e+00	0.0000e+00	0.0000e+00
4.5912e+03	2.0879e+00	1.1838e+00	0.0000e+00	0.0000e+00
4.5913e+03	2.0871e+00	1.1840e+00	0.0000e+00	0.0000e+00
4.5914e+03	2.0857e+00	1.1841e+00	0.0000e+00	0.0000e+00
4.5915e+03	2.0836e+00	1.1841e+00	0.0000e+00	0.0000e+00
4.5916e+03	2.0824e+00	1.1849e+00	0.0000e+00	0.0000e+00
4.5917e+03	2.0813e+00	1.1856e+00	0.0000e+00	0.0000e+00
4.5918e+03	2.0790e+00	1.1857e+00	0.0000e+00	0.0000e+00
4.5919e+03	2.0768e+00	1.1861e+00	0.0000e+00	0.0000e+00
4.5920e+03	2.0741e+00	1.1865e+00	0.0000e+00	0.0000e+00
4.5921e+03	2.0722e+00	1.1861e+00	0.0000e+00	0.0000e+00
4.5922e+03	2.0686e+00	1.1868e+00	0.0000e+00	0.0000e+00
4.5923e+03	2.0656e+00	1.1873e+00	0.0000e+00	0.0000e+00
4.5924e+03	2.0626e+00	1.1878e+00	0.0000e+00	0.0000e+00
4.5925e+03	2.0595e+00	1.1883e+00	0.0000e+00	0.0000e+00
4.5926e+03	2.0576e+00	1.1882e+00	0.0000e+00	0.0000e+00
4.5927e+03	2.0554e+00	1.1888e+00	0.0000e+00	0.0000e+00
4.5928e+03	2.0534e+00	1.1896e+00	0.0000e+00	0.0000e+00
4.5929e+03	2.0513e+00	1.1903e+00	0.0000e+00	0.0000e+00
4.5930e+03	2.0492e+00	1.1909e+00	0.0000e+00	0.0000e+00
4.5931e+03	2.0475e+00	1.1918e+00	0.0000e+00	0.0000e+00
4.5932e+03	2.0457e+00	1.1928e+00	0.0000e+00	0.0000e+00
4.5933e+03	2.0438e+00	1.1936e+00	0.0000e+00	0.0000e+00
4.5934e+03	2.0421e+00	1.1938e+00	0.0000e+00	0.0000e+00
4.5935e+03	2.0407e+00	1.1948e+00	0.0000e+00	0.0000e+00
4.5936e+03	2.0397e+00	1.1961e+00	0.0000e+00	0.0000e+00
4.5937e+03	2.0388e+00	1.1973e+00	0.0000e+00	0.0000e+00
4.5938e+03	2.0382e+00	1.1985e+00	0.0000e+00	0.0000e+00
4.5939e+03	2.0375e+00	1.1996e+00	0.0000e+00	0.0000e+00
4.5940e+03	2.0369e+00	1.2006e+00	0.0000e+00	0.0000e+00
4.5941e+03	2.0366e+00	1.2018e+00	0.0000e+00	0.0000e+00
4.5942e+03	2.0362e+00	1.2030e+00	0.0000e+00	0.0000e+00
4.5943e+03	2.0361e+00	1.2045e+00	0.0000e+00	0.0000e+00
4.5944e+03	2.0360e+00	1.2058e+00	0.0000e+00	0.0000e+00
4.5945e+03	2.0361e+00	1.2072e+00	0.0000e+00	0.0000e+00
4.5946e+03	2.0362e+00	1.2087e+00	0.0000e+00	0.0000e+00
4.5947e+03	2.0361e+00	1.2100e+00	0.0000e+00	0.0000e+00
4.5948e+03	2.0357e+00	1.2113e+00	0.0000e+00	0.0000e+00
4.5949e+03	2.0355e+00	1.2121e+00	0.0000e+00	0.0000e+00
4.5950e+03	2.0355e+00	1.2132e+00	0.0000e+00	0.0000e+00
4.5951e+03	2.0361e+00	1.2145e+00	0.0000e+00	0.0000e+00
4.5952e+03	2.0366e+00	1.2158e+00	0.0000e+00	0.0000e+00
4.5953e+03	2.0377e+00	1.2170e+00	0.0000e+00	0.0000e+00
4.5954e+03	2.0383e+00	1.2180e+00	0.0000e+00	0.0000e+00
4.5955e+03	2.0385e+00	1.2190e+00	0.0000e+00	0.0000e+00
4.5956e+03	2.0388e+00	1.2196e+00	0.0000e+00	0.0000e+00
4.5957e+03	2.0398e+00	1.2204e+00	0.0000e+00	0.0000e+00
4.5958e+03	2.0409e+00	1.2212e+00	0.0000e+00	0.0000e+00
4.5959e+03	2.0419e+00	1.2218e+00	0.0000e+00	0.0000e+00
4.5960e+03	2.0428e+00	1.2226e+00	0.0000e+00	0.0000e+00
4.5961e+03	2.0442e+00	1.2233e+00	0.0000e+00	0.0000e+00
4.5962e+03	2.0451e+00	1.2240e+00	0.0000e+00	0.0000e+00
4.5963e+03	2.0461e+00	1.2248e+00	0.0000e+00	0.0000e+00
4.5964e+03	2.0468e+00	1.2254e+00	0.0000e+00	0.0000e+00
4.5965e+03	2.0478e+00	1.2262e+00	0.0000e+00	0.0000e+00
4.5966e+03	2.0494e+00	1.2267e+00	0.0000e+00	0.0000e+00
4.5967e+03	2.0513e+00	1.2274e+00	0.0000e+00	0.0000e+00
4.5968e+03	2.0534e+00	1.2281e+00	0.0000e+00	0.0000e+00
4.5969e+03	2.0558e+00	1.2288e+00	0.0000e+00	0.0000e+00
4.5970e+03	2.0583e+00	1.2295e+00	0.0000e+00	0.0000e+00
4.5971e+03	2.0604e+00	1.2302e+00	0.0000e+00	0.0000e+00
4.5972e+03	2.0620e+00	1.2310e+00	0.0000e+00	0.0000e+00
4.5973e+03	2.0634e+00	1.2319e+00	0.0000e+00	0.0000e+00
4.5974e+03	2.0652e+00	1.2329e+00	0.0000e+00	0.0000e+00
4.5975e+03	2.0667e+00	1.2339e+00	0.0000e+00	0.0000e+00
4.5976e+03	2.0689e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.5977e+03	2.0717e+00	1.2360e+00	0.0000e+00	0.0000e+00
4.5978e+03	2.0741e+00	1.2371e+00	0.0000e+00	0.0000e+00
4.5979e+03	2.0761e+00	1.2381e+00	0.0000e+00	0.0000e+00
4.5980e+03	2.0782e+00	1.2391e+00	0.0000e+00	0.0000e+00
4.5981e+03	2.0800e+00	1.2401e+00	0.0000e+00	0.0000e+00
4.5982e+03	2.0812e+00	1.2411e+00	0.0000e+00	0.0000e+00
4.5983e+03	2.0826e+00	1.2421e+00	0.0000e+00	0.0000e+00
4.5984e+03	2.0839e+00	1.2432e+00	0.0000e+00	0.0000e+00
4.5985e+03	2.0851e+00	1.2442e+00	0.0000e+00	0.0000e+00
4.5986e+03	2.0862e+00	1.2452e+00	0.0000e+00	0.0000e+00
4.5987e+03	2.0867e+00	1.2463e+00	0.0000e+00	0.0000e+00
4.5988e+03	2.0865e+00	1.2474e+00	0.0000e+00	0.0000e+00
4.5989e+03	2.0860e+00	1.2477e+00	0.0000e+00	0.0000e+00
4.5990e+03	2.0859e+00	1.2487e+00	0.0000e+00	0.0000e+00
4.5991e+03	2.0865e+00	1.2495e+00	0.0000e+00	0.0000e+00
4.5992e+03	2.0867e+00	1.2502e+00	0.0000e+00	0.0000e+00
4.5993e+03	2.0857e+00	1.2498e+00	0.0000e+00	0.0000e+00
4.5994e+03	2.0847e+00	1.2494e+00	0.0000e+00	0.0000e+00
4.5995e+03	2.0847e+00	1.2494e+00	0.0000e+00	0.0000e+00
4.5996e+03	2.0843e+00	1.2500e+00	0.0000e+00	0.0000e+00
4.5997e+03	2.0844e+00	1.2506e+00	0.0000e+00	0.0000e+00
4.5998e+03	2.0839e+00	1.2511e+00	0.0000e+00	0.0000e+00
4.5999e+03	2.0831e+00	1.2513e+00	0.0000e+00	0.0000e+00
4.6000e+03	2.0835e+00	1.2518e+00	0.0000e+00	0.0000e+00
4.6001e+03	2.0839e+00	1.2522e+00	0.0000e+00	0.0000e+00
4.6002e+03	2.0841e+00	1.2525e+00	0.0000e+00	0.0000e+00
4.6003e+03	2.0844e+00	1.2526e+00	0.0000e+00	0.0000e+00
4.6004e+03	2.0849e+00	1.2528e+00	0.0000e+00	0.0000e+00
4.6005e+03	2.0852e+00	1.2529e+00	0.0000e+00	0.0000e+00
4.6006e+03	2.0856e+00	1.2527e+00	0.0000e+00	0.0000e+00
4.6007e+03	2.0859e+00	1.2522e+00	0.0000e+00	0.0000e+00
4.6008e+03	2.0865e+00	1.2516e+00	0.0000e+00	0.0000e+00
4.6009e+03	2.0874e+00	1.2509e+00	0.0000e+00	0.0000e+00
4.6010e+03	2.0880e+00	1.2503e+00	0.0000e+00	0.0000e+00
4.6011e+03	2.0885e+00	1.2497e+00	0.0000e+00	0.0000e+00
4.6012e+03	2.0893e+00	1.2491e+00	0.0000e+00	0.0000e+00
4.6013e+03	2.0904e+00	1.2486e+00	0.0000e+00	0.0000e+00
4.6014e+03	2.0909e+00	1.2481e+00	0.0000e+00	0.0000e+00
4.6015e+03	2.0906e+00	1.2473e+00	0.0000e+00	0.0000e+00
4.6016e+03	2.0900e+00	1.2463e+00	0.0000e+00	0.0000e+00
4.6017e+03	2.0895e+00	1.2453e+00	0.0000e+00	0.0000e+00
4.6018e+03	2.0892e+00	1.2444e+00	0.0000e+00	0.0000e+00
4.6019e+03	2.0894e+00	1.2433e+00	0.0000e+00	0.0000e+00
4.6020e+03	2.0893e+00	1.2423e+00	0.0000e+00	0.0000e+00
4.6021e+03	2.0887e+00	1.2415e+00	0.0000e+00	0.0000e+00
4.6022e+03	2.0878e+00	1.2405e+00	0.0000e+00	0.0000e+00
4.6023e+03	2.0870e+00	1.2395e+00	0.0000e+00	0.0000e+00
4.6024e+03	2.0875e+00	1.2385e+00	0.0000e+00	0.0000e+00
4.6025e+03	2.0866e+00	1.2377e+00	0.0000e+00	0.0000e+00
4.6026e+03	2.0856e+00	1.2371e+00	0.0000e+00	0.0000e+00
4.6027e+03	2.0848e+00	1.2366e+00	0.0000e+00	0.0000e+00
4.6028e+03	2.0844e+00	1.2363e+00	0.0000e+00	0.0000e+00
4.6029e+03	2.0836e+00	1.2360e+00	0.0000e+00	0.0000e+00
4.6030e+03	2.0823e+00	1.2364e+00	0.0000e+00	0.0000e+00
4.6031e+03	2.0814e+00	1.2361e+00	0.0000e+00	0.0000e+00
4.6032e+03	2.0810e+00	1.2358e+00	0.0000e+00	0.0000e+00
4.6033e+03	2.0804e+00	1.2356e+00	0.0000e+00	0.0000e+00
4.6034e+03	2.0803e+00	1.2353e+00	0.0000e+00	0.0000e+00
4.6035e+03	2.0799e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.6036e+03	2.0800e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.6037e+03	2.0807e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.6038e+03	2.0808e+00	1.2349e+00	0.0000e+00	0.0000e+00
4.6039e+03	2.0812e+00	1.2348e+00	0.0000e+00	0.0000e+00
4.6040e+03	2.0820e+00	1.2349e+00	0.0000e+00	0.0000e+00
4.6041e+03	2.0828e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.6042e+03	2.0836e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.6043e+03	2.0846e+00	1.2352e+00	0.0000e+00	0.0000e+00
4.6044e+03	2.0853e+00	1.2350e+00	0.0000e+00	0.0000e+00
4.6045e+03	2.0858e+00	1.2347e+00	0.0000e+00	0.0000e+00
4.6046e+03	2.0866e+00	1.2342e+00	0.0000e+00	0.0000e+00
4.6047e+03	2.0875e+00	1.2338e+00	0.0000e+00	0.0000e+00
4.6048e+03	2.0881e+00	1.2331e+00	0.0000e+00	0.0000e+00
4.6049e+03	2.0889e+00	1.2325e+00	0.0000e+00	0.0000e+00
4.6050e+03	2.0894e+00	1.2320e+00	0.0000e+00	0.0000e+00
4.6051e+03	2.0898e+00	1.2315e+00	0.0000e+00	0.0000e+00
4.6052e+03	2.0900e+00	1.2310e+00	0.0000e+00	0.0000e+00
4.6053e+03	2.0906e+00	1.2306e+00	0.0000e+00	0.0000e+00
4.6054e+03	2.0911e+00	1.2302e+00	0.0000e+00	0.0000e+00
4.6055e+03	2.0915e+00	1.2300e+00	0.0000e+00	0.0000e+00
4.6056e+03	2.0917e+00	1.2297e+00	0.0000e+00	0.0000e+00
4.6057e+03	2.0919e+00	1.2293e+00	0.0000e+00	0.0000e+00
4.6058e+03	2.0924e+00	1.2290e+00	0.0000e+00	0.0000e+00
4.6059e+03	2.0929e+00	1.2288e+00	0.0000e+00	0.0000e+00
4.6060e+03	2.0931e+00	1.2286e+00	0.0000e+00	0.0000e+00
4.6061e+03	2.0935e+00	1.2283e+00	0.0000e+00	0.0000e+00
4.6062e+03	2.0940e+00	1.2280e+00	0.0000e+00	0.0000e+00
4.6063e+03	2.0945e+00	1.2278e+00	0.0000e+00	0.0000e+00
4.6064e+03	2.0949e+00	1.2280e+00	0.0000e+00	0.0000e+00
4.6065e+03	2.0949e+00	1.2283e+00	0.0000e+00	0.0000e+00
4.6066e+03	2.0951e+00	1.2287e+00	0.0000e+00	0.0000e+00
4.6067e+03	2.0958e+00	1.2292e+00	0.0000e+00	0.0000e+00
4.6068e+03	2.0965e+00	1.2297e+00	0.0000e+00	0.0000e+00
4.6069e+03	2.0967e+00	1.2305e+00	0.0000e+00	0.0000e+00
4.6070e+03	2.0970e+00	1.2311e+00	0.0000e+00	0.0000e+00
4.6071e+03	2.0971e+00	1.2317e+00	0.0000e+00	0.0000e+00
4.6072e+03	2.0966e+00	1.2321e+00	0.0000e+00	0.0000e+00
4.6073e+03	2.0965e+00	1.2326e+00	0.0000e+00	0.0000e+00
4.6074e+03	2.0958e+00	1.2330e+00	0.0000e+00	0.0000e+00
4.6075e+03	2.0952e+00	1.2335e+00	0.0000e+00	0.0000e+00
4.6076e+03	2.0950e+00	1.2340e+00	0.0000e+00	0.0000e+00
4.6077e+03	2.0948e+00	1.2343e+00	0.0000e+00	0.0000e+00
4.6078e+03	2.0945e+00	1.2348e+00	0.0000e+00	0.0000e+00
4.6079e+03	2.0940e+00	1.2354e+00	0.0000e+00	0.0000e+00
4.6080e+03	2.0928e+00	1.2359e+00	0.0000e+00	0.0000e+00
4.6081e+03	2.0916e+00	1.2365e+00	0.0000e+00	0.0000e+00
4.6082e+03	2.0904e+00	1.2370e+00	0.0000e+00	0.0000e+00
4.6083e+03	2.0893e+00	1.2374e+00	0.0000e+00	0.0000e+00
4.6084e+03	2.0881e+00	1.2378e+00	0.0000e+00	0.0000e+00
4.6085e+03	2.0867e+00	1.2383e+00	0.0000e+00	0.0000e+00
4.6086e+03	2.0853e+00	1.2387e+00	0.0000e+00	0.0000e+00
4.6087e+03	2.0841e+00	1.2392e+00	0.0000e+00	0.0000e+00
4.6088e+03	2.0829e+00	1.2394e+00	0.0000e+00	0.0000e+00
4.6089e+03	2.0815e+00	1.2397e+00	0.0000e+00	0.0000e+00
4.6090e+03	2.0801e+00	1.2401e+00	0.0000e+00	0.0000e+00
4.6091e+03	2.0789e+00	1.2403e+00	0.0000e+00	0.0000e+00
4.6092e+03	2.0781e+00	1.2408e+00	0.0000e+00	0.0000e+00
4.6093e+03	2.0770e+00	1.2415e+00	0.0000e+00	0.0000e+00
4.6094e+03	2.0754e+00	1.2421e+00	0.0000e+00	0.0000e+00
4.6095e+03	2.0737e+00	1.2417e+00	0.0000e+00	0.0000e+00
4.6096e+03	2.0720e+00	1.2425e+00	0.0000e+00	0.0000e+00
4.6097e+03	2.0702e+00	1.2433e+00	0.0000e+00	0.0000e+00
4.6098e+03	2.0689e+00	1.2437e+00	0.0000e+00	0.0000e+00
4.6099e+03	2.0681e+00	1.2442e+00	0.0000e+00	0.0000e+00
4.6100e+03	2.0677e+00	1.2446e+00	0.0000e+00	0.0000e+00
4.6101e+03	2.0673e+00	1.2450e+00	0.0000e+00	0.0000e+00
4.6102e+03	2.0665e+00	1.2457e+00	0.0000e+00	0.0000e+00
4.6103e+03	2.0658e+00	1.2464e+00	0.0000e+00	0.0000e+00
4.6104e+03	2.0651e+00	1.2469e+00	0.0000e+00	0.0000e+00
4.6105e+03	2.0642e+00	1.2474e+00	0.0000e+00	0.0000e+00
4.6106e+03	2.0631e+00	1.2478e+00	0.0000e+00	0.0000e+00
4.6107e+03	2.0617e+00	1.2481e+00	0.0000e+00	0.0000e+00
4.6108e+03	2.0605e+00	1.2485e+00	0.0000e+00	0.0000e+00
4.6109e+03	2.0598e+00	1.2488e+00	0.0000e+00	0.0000e+00
4.6110e+03	2.0589e+00	1.2492e+00	0.0000e+00	0.0000e+00
4.6111e+03	2.0578e+00	1.2497e+00	0.0000e+00	0.0000e+00
4.6112e+03	2.0571e+00	1.2498e+00	0.0000e+00	0.0000e+00
4.6113e+03	2.0566e+00	1.2498e+00	0.0000e+00	0.0000e+00
4.6114e+03	2.0564e+00	1.2495e+00	0.0000e+00	0.0000e+00
4.6115e+03	2.0560e+00	1.2493e+00	0.0000e+00	0.0000e+00
4.6116e+03	2.0549e+00	1.2489e+00	0.0000e+00	0.0000e+00
4.6117e+03	2.0537e+00	1.2485e+00	0.0000e+00	0.0000e+00
4.6118e+03	2.0524e+00	1.2484e+00	0.0000e+00	0.0000e+00
4.6119e+03	2.0516e+00	1.2487e+00	0.0000e+00	0.0000e+00
