Timestamp	workload	arousal	Marker
607723.799	1.832	1.553	0.000
607724.009	1.834	1.553	0.000
607724.229	1.837	1.552	0.000
607724.465	1.837	1.552	0.000
607724.686	1.843	1.551	0.000
607724.905	1.851	1.551	0.000
607725.141	1.860	1.550	0.000
607725.361	1.869	1.550	0.000
607725.591	1.877	1.549	0.000
607725.599	1.887	1.549	0.000
607725.805	1.899	1.549	0.000
607726.042	1.909	1.548	0.000
607726.259	1.920	1.548	0.000
607726.477	1.931	1.547	0.000
607726.698	1.942	1.547	0.000
607726.919	1.947	1.546	0.000
607727.155	1.951	1.546	0.000
607727.390	1.953	1.545	0.000
607727.400	1.955	1.545	0.000
607727.606	1.955	1.545	0.000
607727.842	1.955	1.544	0.000
607728.049	1.954	1.544	0.000
607728.290	1.953	1.543	0.000
607728.508	1.949	1.543	0.000
607728.746	1.946	1.542	0.000
607728.987	1.944	1.542	0.000
607728.997	1.944	1.542	0.000
607729.208	1.944	1.541	0.000
607729.435	1.944	1.541	0.000
607729.657	1.944	1.540	0.000
607729.878	1.945	1.540	1.000
607730.102	1.945	1.539	0.000
607730.321	1.950	1.539	0.000
607730.559	1.959	1.539	0.000
607730.785	1.966	1.538	0.000
607730.999	1.973	1.538	0.000
607731.014	1.980	1.538	0.000
607731.224	1.984	1.537	0.000
607731.442	1.989	1.537	0.000
607731.664	1.995	1.537	0.000
607731.890	2.002	1.536	0.000
607732.145	2.008	1.536	0.000
607732.362	2.008	1.536	0.000
607732.580	2.008	1.535	0.000
607732.790	2.010	1.535	0.000
607732.798	2.010	1.535	0.000
607733.024	2.012	1.535	0.000
607733.241	2.014	1.534	0.000
607733.501	2.015	1.534	0.000
607733.720	2.015	1.534	0.000
607733.942	2.015	1.533	0.000
607734.159	2.015	1.533	0.000
607734.380	2.015	1.533	0.000
607734.394	2.013	1.533	0.000
607734.623	2.011	1.532	0.000
607734.848	2.009	1.532	0.000
607735.066	2.009	1.532	0.000
607735.305	2.009	1.531	0.000
607735.508	2.011	1.531	0.000
607735.728	2.011	1.531	0.000
607735.953	2.012	1.530	0.000
607736.172	2.013	1.530	0.000
607736.182	2.015	1.530	0.000
607736.390	2.014	1.529	0.000
607736.630	2.014	1.529	0.000
607736.851	2.014	1.528	0.000
607737.084	2.014	1.528	0.000
607737.321	2.012	1.527	0.000
607737.529	2.009	1.527	0.000
607737.784	2.007	1.526	0.000
607737.977	2.005	1.526	0.000
607738.196	2.005	1.525	0.000
607738.203	2.009	1.525	0.000
607738.416	2.016	1.525	0.000
607738.637	2.024	1.524	0.000
607738.860	2.031	1.523	0.000
607739.091	2.037	1.523	0.000
607739.311	2.042	1.522	0.000
607739.541	2.047	1.521	0.000
607739.768	2.049	1.521	0.000
607739.986	2.049	1.520	0.000
607739.991	2.048	1.520	0.000
607740.210	2.049	1.519	0.000
607740.444	2.049	1.518	0.000
607740.680	2.048	1.518	0.000
607740.921	2.047	1.517	0.000
607741.144	2.047	1.516	0.000
607741.365	2.047	1.515	0.000
607741.589	2.048	1.514	0.000
607741.600	2.050	1.513	0.000
607741.810	2.052	1.512	0.000
607742.051	2.054	1.511	0.000
607742.270	2.055	1.510	0.000
607742.494	2.057	1.509	0.000
607742.718	2.060	1.508	0.000
607742.939	2.062	1.507	0.000
607743.156	2.063	1.506	0.000
607743.380	2.064	1.505	0.000
607743.392	2.064	1.504	0.000
607743.600	2.064	1.503	0.000
607743.821	2.063	1.502	0.000
607744.043	2.065	1.501	0.000
607744.281	2.066	1.499	0.000
607744.502	2.069	1.498	0.000
607744.727	2.070	1.497	0.000
607744.943	2.075	1.496	0.000
607745.164	2.078	1.495	0.000
607745.387	2.082	1.493	0.000
607745.393	2.086	1.493	0.000
607745.611	2.092	1.492	0.000
607745.829	2.098	1.491	0.000
607746.064	2.101	1.490	0.000
607746.299	2.106	1.488	0.000
607746.508	2.106	1.487	0.000
607746.743	2.112	1.486	0.000
607746.958	2.116	1.484	0.000
607747.213	2.119	1.483	0.000
607747.221	2.122	1.483	0.000
607747.450	2.125	1.482	0.000
607747.663	2.129	1.480	0.000
607747.900	2.133	1.479	0.000
607748.106	2.140	1.478	0.000
607748.324	2.145	1.476	0.000
607748.558	2.148	1.475	0.000
607748.778	2.150	1.474	0.000
607748.784	2.154	1.472	0.000
607749.000	2.165	1.471	0.000
607749.251	2.172	1.469	0.000
607749.472	2.181	1.468	0.000
607749.675	2.189	1.467	0.000
607749.911	2.190	1.465	0.000
607750.116	2.196	1.464	0.000
607750.356	2.202	1.463	0.000
607750.574	2.210	1.461	0.000
607750.580	2.216	1.461	0.000
607750.794	2.226	1.460	0.000
607751.018	2.237	1.459	0.000
607751.253	2.240	1.457	0.000
607751.519	2.240	1.456	0.000
607751.728	2.250	1.455	0.000
607751.962	2.250	1.453	0.000
607752.191	2.257	1.452	0.000
607752.196	2.257	1.452	0.000
607752.396	2.259	1.450	0.000
607752.617	2.259	1.449	0.000
607752.840	2.257	1.448	0.000
607753.075	2.258	1.446	0.000
607753.334	2.260	1.445	0.000
607753.548	2.257	1.444	0.000
607753.787	2.251	1.442	0.000
607753.794	2.246	1.442	0.000
607754.025	2.244	1.441	0.000
607754.259	2.244	1.440	0.000
607754.479	2.241	1.438	0.000
607754.710	2.238	1.437	0.000
607754.931	2.236	1.436	0.000
607755.154	2.235	1.434	0.000
607755.389	2.234	1.433	0.000
607755.395	2.235	1.433	0.000
607755.592	2.233	1.432	0.000
607755.842	2.234	1.430	0.000
607756.063	2.236	1.429	0.000
607756.271	2.234	1.428	0.000
607756.516	2.231	1.426	0.000
607756.708	2.232	1.425	0.000
607756.950	2.237	1.423	0.000
607757.165	2.247	1.422	0.000
607757.399	2.254	1.421	0.000
607757.406	2.260	1.421	0.000
607757.618	2.268	1.419	0.000
607757.850	2.268	1.418	0.000
607758.088	2.275	1.416	0.000
607758.289	2.281	1.415	0.000
607758.522	2.285	1.414	0.000
607758.752	2.289	1.412	0.000
607758.966	2.291	1.411	0.000
607759.170	2.290	1.409	0.000
607759.175	2.291	1.409	0.000
607759.408	2.291	1.408	0.000
607759.643	2.291	1.406	0.000
607759.844	2.288	1.405	0.000
607760.080	2.284	1.403	0.000
607760.299	2.280	1.402	0.000
607760.535	2.275	1.400	0.000
607760.757	2.271	1.399	0.000
607760.975	2.266	1.397	0.000
607760.981	2.265	1.397	0.000
607761.195	2.261	1.396	0.000
607761.432	2.256	1.394	0.000
607761.642	2.258	1.393	0.000
607761.875	2.258	1.391	0.000
607762.092	2.260	1.390	0.000
607762.312	2.256	1.388	0.000
607762.534	2.253	1.386	0.000
607762.772	2.253	1.385	0.000
607762.994	2.252	1.383	0.000
607763.003	2.250	1.383	0.000
607763.210	2.250	1.381	0.000
607763.445	2.251	1.380	0.000
607763.665	2.252	1.378	0.000
607763.883	2.252	1.376	0.000
607764.105	2.252	1.375	0.000
607764.322	2.255	1.373	0.000
607764.563	2.259	1.371	0.000
607764.799	2.263	1.369	0.000
607764.805	2.265	1.368	0.000
607765.023	2.262	1.366	0.000
607765.238	2.260	1.364	0.000
607765.455	2.260	1.362	0.000
607765.674	2.260	1.361	0.000
607765.911	2.261	1.359	0.000
607766.129	2.262	1.357	0.000
607766.375	2.263	1.355	0.000
607766.588	2.266	1.353	0.000
607766.601	2.269	1.352	0.000
607766.794	2.274	1.350	0.000
607767.034	2.279	1.348	0.000
607767.256	2.284	1.346	0.000
607767.494	2.289	1.344	0.000
607767.709	2.293	1.342	0.000
607767.932	2.298	1.341	0.000
607768.159	2.302	1.339	0.000
607768.376	2.302	1.337	0.000
607768.611	2.299	1.335	0.000
607768.625	2.293	1.333	0.000
607768.833	2.290	1.332	0.000
607769.052	2.288	1.330	0.000
607769.257	2.286	1.328	0.000
607769.492	2.283	1.326	0.000
607769.717	2.281	1.325	0.000
607769.954	2.281	1.323	0.000
607770.159	2.284	1.321	0.000
607770.383	2.286	1.319	0.000
607770.394	2.287	1.318	0.000
607770.605	2.289	1.316	0.000
607770.844	2.290	1.314	0.000
607771.062	2.290	1.313	0.000
607771.297	2.289	1.311	0.000
607771.501	2.289	1.310	0.000
607771.754	2.290	1.308	0.000
607771.944	2.290	1.306	0.000
607772.185	2.291	1.305	0.000
607772.200	2.290	1.303	0.000
607772.406	2.290	1.302	0.000
607772.632	2.290	1.300	0.000
607772.853	2.293	1.299	0.000
607773.074	2.295	1.297	0.000
607773.290	2.297	1.296	0.000
607773.526	2.298	1.295	0.000
607773.761	2.300	1.293	0.000
607773.969	2.302	1.292	0.000
607774.189	2.304	1.290	0.000
607774.202	2.307	1.289	0.000
607774.415	2.308	1.288	0.000
607774.647	2.310	1.286	0.000
607774.872	2.313	1.285	0.000
607775.096	2.317	1.284	0.000
607775.308	2.321	1.283	0.000
607775.543	2.324	1.282	0.000
607775.765	2.329	1.280	0.000
607776.007	2.329	1.279	0.000
607776.014	2.335	1.278	0.000
607776.206	2.339	1.277	0.000
607776.442	2.343	1.276	0.000
607776.668	2.346	1.275	0.000
607776.887	2.350	1.274	0.000
607777.092	2.352	1.273	0.000
607777.343	2.353	1.272	0.000
607777.553	2.354	1.271	0.000
607777.776	2.353	1.270	0.000
607777.787	2.352	1.269	0.000
607778.008	2.350	1.268	0.000
607778.233	2.347	1.267	0.000
607778.457	2.344	1.266	0.000
607778.677	2.344	1.265	0.000
607778.902	2.344	1.264	0.000
607779.126	2.337	1.263	0.000
607779.346	2.332	1.263	0.000
607779.572	2.325	1.262	1.000
607779.790	2.320	1.261	0.000
607779.801	2.316	1.261	0.000
607780.013	2.311	1.260	0.000
607780.239	2.312	1.259	0.000
607780.463	2.310	1.259	0.000
607780.701	2.308	1.258	0.000
607780.927	2.306	1.257	0.000
607781.145	2.305	1.257	0.000
607781.381	2.304	1.256	0.000
607781.583	2.304	1.255	0.000
607781.601	2.304	1.255	0.000
607781.819	2.303	1.254	0.000
607782.023	2.303	1.254	0.000
607782.244	2.305	1.253	0.000
607782.480	2.304	1.253	0.000
607782.706	2.307	1.252	0.000
