[3051.459716796875, 3051.459716796875, 3051.459716796875, 3051.459716796875, 3051.459716796875, 3051.459716796875, 3051.459716796875, 3051.459716796875, 1.0, 1.758550233188E12]
[9154.9755859375, 9154.9755859375, 9154.9755859375, 9154.9755859375, 9154.9755859375, 9154.9755859375, 9154.9755859375, 9154.9755859375, 1.0, 1.758550233189E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.75855023319E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.75855023319E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.75855023319E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233191E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233191E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233192E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233193E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233194E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233194E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233195E12]
